book_title,isbn,isbn13,asin,year_first_published,author,num_pages,genres,num_ratings,average_rating,rating_distribution
The Gate to Women's Country,0006482708,9780006482703,0006482708,1987.0,Sheri S. Tepper,315,"['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Feminism', 'Post Apocalyptic', 'Speculative Fiction']",13912,4.06,"{'5 Stars': 5615, '4 Stars': 4881, '3 Stars': 2421, '2 Stars': 652, '1 Star': 343}"
Raising the Stones,1857983254,9781857983258,1857983254,1990.0,Sheri S. Tepper,530,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Feminism', 'Religion']",2695,4.07,"{'5 Stars': 958, '4 Stars': 1091, '3 Stars': 541, '2 Stars': 83, '1 Star': 22}"
Singer from the Sea,1857987497,9781857987492,1857987497,1999.0,Sheri S. Tepper,512,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Feminism', 'Speculative Fiction', 'Dystopia']",2005,3.87,"{'5 Stars': 535, '4 Stars': 812, '3 Stars': 547, '2 Stars': 91, '1 Star': 20}"
Shadow's End,0553762842,9780553762846,0553762842,1994.0,Sheri S. Tepper,464,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Gender', 'Dystopia']",1317,3.76,"{'5 Stars': 283, '4 Stars': 543, '3 Stars': 408, '2 Stars': 64, '1 Star': 19}"
A Plague of Angels,1857987993,9781857987997,1857987993,1993.0,Sheri S. Tepper,576,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction', 'Feminism']",2338,3.83,"{'5 Stars': 603, '4 Stars': 937, '3 Stars': 624, '2 Stars': 140, '1 Star': 34}"
Jinian Footseer,0812556100,9780812556100,0812556100,1985.0,Sheri S. Tepper,284,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'High Fantasy']",918,4.09,"{'5 Stars': 343, '4 Stars': 350, '3 Stars': 196, '2 Stars': 25, '1 Star': 4}"
The Fresco,0575072881,9780575072886,0575072881,2000.0,Sheri S. Tepper,406,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Aliens', 'Feminism', 'Speculative Fiction']",2134,3.95,"{'5 Stars': 704, '4 Stars': 796, '3 Stars': 475, '2 Stars': 131, '1 Star': 28}"
Metropolis,1592249787,9781592249787,1592249787,1925.0,Thea von Harbou,236,"['Science Fiction', 'Classics', 'Fiction', 'Dystopia', 'Fantasy', 'Speculative Fiction', 'German Literature']",1928,3.51,"{'5 Stars': 417, '4 Stars': 576, '3 Stars': 603, '2 Stars': 243, '1 Star': 89}"
The Born Queen,0345440692,9780345440693,0345440692,2008.0,Greg Keyes,464,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Speculative Fiction', 'Magic']",3945,3.72,"{'5 Stars': 850, '4 Stars': 1552, '3 Stars': 1199, '2 Stars': 282, '1 Star': 62}"
The Selection,0062059939,9780062059932,B00BG7DY04,2012.0,Kiera Cass,336,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",1697171,4.07,"{'5 Stars': 742397, '4 Stars': 519531, '3 Stars': 298865, '2 Stars': 90730, '1 Star': 45648}"
